Date,Open,High,Low,Close,Volume,Name
2017-03-20,67.12,67.16,66.58,66.69,3801,DXC
2017-03-21,66.4,66.4,64.06,64.93,5435,DXC
2017-03-22,65.35,65.45,65.18,65.26,1538,DXC
2017-03-23,67.0,67.13,66.9,67.13,301,DXC
2017-03-24,68.47,68.47,68.36,68.36,1888,DXC
2017-03-27,66.5,67.0,65.82,67.0,900,DXC
2017-03-28,68.95,69.0,68.95,69.0,434,DXC
2017-03-29,68.25,73.0,68.0,72.54,914,DXC
2017-03-30,72.3,72.32,70.75,70.75,3235,DXC
2017-03-31,70.67,70.7,68.95,69.2,22459,DXC
2017-04-03,69.32,71.83,67.76,67.95,34496800,DXC
2017-04-04,68.58,70.62,68.11,69.4,6992294,DXC
2017-04-05,69.97,72.64,69.61,71.79,5244219,DXC
2017-04-06,72.72,75.09,72.55,74.68,9425095,DXC
2017-04-07,74.4,76.24,74.39,75.87,3981631,DXC
2017-04-10,75.9,76.16,73.84,74.71,3184751,DXC
2017-04-11,74.11,75.18,73.54,74.28,2928972,DXC
2017-04-12,74.04,76.75,74.0,76.13,3587192,DXC
2017-04-13,75.69,77.34,75.52,76.51,2960952,DXC
2017-04-17,76.8,77.99,76.8,77.0,2065550,DXC
2017-04-18,76.7,76.84,74.77,75.39,3131160,DXC
2017-04-19,76.16,76.16,74.7,75.25,3219498,DXC
2017-04-20,75.52,75.78,74.88,75.49,2624505,DXC
2017-04-21,75.72,76.52,75.01,76.32,2727860,DXC
2017-04-24,76.97,77.03,75.43,75.69,2156462,DXC
2017-04-25,75.41,76.42,75.09,76.13,2329355,DXC
2017-04-26,76.33,76.75,75.65,76.14,1566573,DXC
2017-04-27,76.33,76.47,75.35,75.88,1185210,DXC
2017-04-28,75.88,75.88,74.96,75.34,2007802,DXC
2017-05-01,75.38,76.8,74.95,76.4,2962259,DXC
2017-05-02,76.43,77.93,76.25,76.98,2209133,DXC
2017-05-03,76.84,78.6,76.33,77.27,3073638,DXC
2017-05-04,77.88,78.31,77.52,77.56,2271897,DXC
2017-05-05,77.79,78.48,77.05,78.39,1005264,DXC
2017-05-08,78.14,78.43,77.51,78.41,1162570,DXC
2017-05-09,79.93,80.03,78.84,79.0,3522470,DXC
2017-05-10,79.06,79.86,79.06,79.61,2693431,DXC
2017-05-11,79.22,79.52,78.97,79.42,1775586,DXC
2017-05-12,79.45,79.63,79.12,79.62,1044019,DXC
2017-05-15,79.64,80.6,79.64,80.53,1858039,DXC
2017-05-16,80.69,80.83,80.29,80.59,1717816,DXC
2017-05-17,80.03,80.18,78.52,78.78,2145461,DXC
2017-05-18,78.7,78.89,77.74,78.12,3752918,DXC
2017-05-19,78.08,79.03,77.94,78.07,1731802,DXC
2017-05-22,78.1,78.58,77.64,78.48,1527982,DXC
2017-05-23,78.45,78.88,78.15,78.27,1091391,DXC
2017-05-24,78.55,78.73,77.4,77.95,1178954,DXC
2017-05-25,78.54,79.55,78.02,78.64,1700205,DXC
2017-05-26,79.51,80.33,77.17,78.66,2372728,DXC
2017-05-30,78.1,78.6,77.27,78.34,1997347,DXC
